unix,a,b,c,v,p,t,l,h,o
1608872781.799662,23568.30000,23568.20000,23568.20000,523.39964280,23572.22104,3500,23410.80000,23799.90000,2
1608872793.215254,23568.30000,23568.20000,23568.20000,523.39964280,23572.22104,3500,23410.80000,23799.90000,2
1608872804.350496,23568.30000,23568.20000,23568.20000,523.40087690,23572.22103,3501,23410.80000,23799.90000,2
1608872815.494535,23550.20000,23550.10000,23568.20000,523.58869884,23572.21959,3504,23410.80000,23799.90000,2
1608872826.5537941,23550.80000,23547.00000,23568.20000,523.58869884,23572.21959,3504,23410.80000,23799.90000,2
1608872837.635262,23549.30000,23545.90000,23568.20000,523.58869884,23572.21959,3504,23410.80000,23799.90000,2
1608872848.76949,23549.70000,23549.00000,23568.20000,523.58869884,23572.21959,3504,23410.80000,23799.90000,2
1608872861.021358,23550.80000,23550.70000,23548.10000,523.85012906,23572.20755,3506,23410.80000,23799.90000,2
1608872872.149343,23550.40000,23549.30000,23548.10000,523.85012906,23572.20755,3506,23410.80000,23799.90000,2
1608872883.2898,23551.90000,23550.60000,23551.90000,526.85012906,23572.08432,3511,23410.80000,23799.90000,2
1608872894.343288,23550.80000,23550.70000,23551.90000,526.85012906,23572.08432,3511,23410.80000,23799.90000,2
1608872905.484978,23547.10000,23546.10000,23551.90000,526.85012906,23572.08432,3511,23410.80000,23799.90000,2
1608872916.637275,23551.70000,23551.60000,23551.90000,526.85012906,23572.08432,3511,23410.80000,23799.90000,2
1608872927.716306,23551.70000,23551.60000,23551.90000,526.85012906,23572.08432,3511,23410.80000,23799.90000,2
1608872938.857594,23562.50000,23560.80000,23567.00000,534.05012906,23571.95424,3526,23410.80000,23799.90000,2
1608872949.920717,23562.50000,23561.50000,23567.00000,534.05012906,23571.95424,3526,23410.80000,23799.90000,2
1608872961.351955,23550.10000,23550.00000,23567.00000,534.05012906,23571.95424,3526,23410.80000,23799.90000,2
1608872972.8245492,23550.10000,23550.00000,23567.00000,534.05012906,23571.95424,3526,23410.80000,23799.90000,2
1608872983.9443798,23550.10000,23550.00000,23567.00000,534.05012906,23571.95424,3526,23410.80000,23799.90000,2
1608872995.040596,23558.90000,23555.30000,23567.00000,534.05012906,23571.95424,3526,23410.80000,23799.90000,2
1608873006.213099,23552.00000,23550.50000,23567.00000,534.05012906,23571.95424,3526,23410.80000,23799.90000,2
1608873017.285797,23550.60000,23547.30000,23567.00000,534.05012906,23571.95424,3526,23410.80000,23799.90000,2
1608873028.423885,23550.40000,23547.80000,23547.50000,534.05162206,23571.95417,3527,23410.80000,23799.90000,2
1608873039.524389,23556.00000,23555.90000,23547.50000,534.05162206,23571.95417,3527,23410.80000,23799.90000,2
